StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1,Q1,Q2,Q3,Q4,Q5,Q6,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q12,Q11,Q14,Q13,Q16_1,Q16_2,Q17_1,Q17_2,Q17_3,Q136,DV1A,DV1B,aggressive,lawabiding,dangerous,trustworthy,think_about_me,is_violent,is_lawabiding,is_lifethreatening,DV2A,DV3A,DV4A_1,DV4A_2,DV4A_3,DV5A,DV6A,DV7A_1,DV7A_2,DV7A_3,DV2B,DV3B,DV4B_1,DV4B_2,DV4B_3,DV5B,DV6B,DV7B_1,DV7B_2,DV7B_3,DV2C,DV3C,DV4C_1,DV4C_2,DV4C_3,DV5C,DV6C,DV7C_1,DV7C_2,DV7C_3,Q15,Q19,Q20,Q21,SC0,opp,Q_TotalDuration,rid,RISN,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,Country,expected_n,tg,V,Edu,age,LS,ClientDuration,university_education,gender,age_cat,weight_poststratify,count,sample_proportion,source.x,Freq,population_proportion,source.y,weight_manually_calculated,fact_id,support_protesters_actions,group_number,protest_type,authorisation,protest_actions,support_protesters_numeric,support_protesters_binary,support_protesters_demands,support_protesters_demands_numeric,support_protesters_demands_binary,support_arrests,support_arrests_num,support_arrests_binary,protesters_are_aggressive,protesters_are_lawabiding,protesters_are_trustworthy,protesters_are_dangerous,protesters_are_think_about_me
45541.06038194445,45541.06565972222,IP Address,100,455,TRUE,45541.06566972222,R_2P83lnhaqAacJUe,anonymous,EN,1,NA,0,0,NA,0,0,1.474,0,Подтверждаю,44,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),Нет,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,Радио,NA,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Полностью соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Совершенно согласны,"Cкорее, одобряю",Затрудняюсь ответить   ,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Частично применимо,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Полностью не оправдана,Скорее отрицательно,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше",Практически ничего не изменилось,80,Qual0196-2908Russia,455,NA,NA,5T7CmBZ68onRitQ8ykgebO,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,44,NA,455,BA+,Woman,35-44,72052.16393442624,61,0.06616052060737528,September Survey,4395182,0.03679007583974725,Census 2020,0.5560729495778192,DV1 - Group 4,Затрудняюсь ответить,4,environmental,unauthorised,clash_with_police,NA,0,"Cкорее, одобряю",3,1,Затрудняюсь ответить,0,0,0,0,0,0,1
45541.06138888889,45541.065682870365,IP Address,100,370,TRUE,45541.06569226851,R_2G3ZAMbKhotmgRZ,anonymous,EN,0.8999999761581421,NA,0,0,NA,0,0,1.014,0,Подтверждаю,20,Ставропольский край,В городе 500 тыс.-1 млн. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Нет,Телевидение,Социальные сети и мессенджеры,NA,NA,Радио,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Затрудняюсь ответить,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно согласны,"Cкорее, не одобряю  ",10 (полностью оправданно),Скорее не применимо,Частично применимо,Скорее не применимо,Абсолютно не применимо,Полностью применимо,1,1,1,Скорее не оправдана,Затрудняюсь ответить,Полностью поддерживаю (5),Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Полностью оправдана,Нейтрально,2,3,Полностью поддерживаю  (5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало значительно лучше, чем раньше","Стало немного хуже, чем раньше",101,Qual0196-2908Russia,370,NA,NA,5RrRUP2zciKrrP9ezOhwbe,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,20,NA,370,BA-,Woman,18-24,43687.84761904762,105,0.113882863340564,September Survey,4587224,0.0383975723539796,Census 2020,0.3371672543844685,DV1 - Group 7,"Oпределенно, не одобряю",7,political,unauthorised,demonstration,1,0,"Cкорее, не одобряю",2,0,10 (полностью оправданно),10,1,0,1,0,0,1
45541.042974537035,45541.065729166665,IP Address,100,1965,TRUE,45541.0657446875,R_2hmcVmILtdQlYDu,anonymous,EN,0.8999999761581421,NA,0,0,NA,0,0,1.019,0,Подтверждаю,44,Санкт-Петербург,Санкт-Петербург,Мужской,Высшее образование (бакалавриат / специалитет),Нет,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Полностью не соблюдаются,Скорее соблюдаются,Совершенно согласны,Затрудняюсь ответить   ,0 (совершенно не оправданно),Абсолютно не применимо,Полностью применимо,Абсолютно не применимо,Полностью применимо,Полностью применимо,0,1,0,Скорее оправдана,Скорее положительно,Полностью поддерживаю (5),Полностью поддерживаю (5),2,Скорее не оправдана,Скорее положительно,3,4,Совершенно не поддерживаю (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это вполне вероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",91,Qual0196-2908Russia,1965,NA,NA,4C18Alqn7xyuypQuFZmsMU,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,44,NA,1965,BA+,Man,35-44,42964.53424657534,73,0.07917570498915401,September Survey,3136411,0.02625347449880745,Census 2020,0.33158497928630787,DV1 - Group 5,"Определенно, одобряю",5,political,authorised,demonstration,4,1,Затрудняюсь ответить,NA,0,0 (совершенно не оправданно),0,0,0,1,1,0,1
45541.05868055556,45541.06594907407,IP Address,100,628,TRUE,45541.065962280096,R_8tXqVpTZje81Ig9,anonymous,EN,1,NA,0,0,NA,0,0,1.02,0,Подтверждаю,39,Саратовская область,В городе 500 тыс.-1 млн. жителей,Мужской,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,Радио,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,"Cкорее, одобряю",5,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Нейтрально,2,3,3,Скорее не оправдана,Скорее отрицательно,4,4,Совсем не поддерживаю  (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше",Затрудняюсь ответить,188,Qual0196-2908Russia,628,NA,NA,06RFo4osZ1m1EP2A117k1N,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,39,NA,628,BA+,Man,35-44,42964.53424657534,73,0.07917570498915401,September Survey,3136411,0.02625347449880745,Census 2020,0.33158497928630787,DV1 - Group 1,"Cкорее, одобряю",1,environmental,authorised,demonstration,3,1,"Cкорее, одобряю",3,1,5,5,0,0,0,0,0,0
45541.06275462963,45541.066145833334,IP Address,100,293,TRUE,45541.066153217595,R_8bTrGonD2lIyf9g,anonymous,EN,1,NA,0,0,NA,0,0,1.674,0,Подтверждаю,43,Республика Татарстан (Татарстан),В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,Радио,NA,NA,NA,NA,Одобряю,Большинство,Не участвовал(а) в выборах,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Скорее не соблюдаются,Скорее соблюдаются,Скорее соблюдаются,"В чем-то согласны, в чем-то нет","Cкорее, одобряю",5,Частично применимо,Скорее не применимо,Абсолютно не применимо,Абсолютно не применимо,Скорее не применимо,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Полностью оправдана,Скорее положительно,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Полностью поддерживаю (5),Скорее оправдана,Скорее положительно,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это вполне вероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",105,Qual0196-2908Russia,293,NA,NA,0uiHLWJChg0pe0Nxpa6qyH,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,43,NA,293,BA+,Man,35-44,42964.53424657534,73,0.07917570498915401,September Survey,3136411,0.02625347449880745,Census 2020,0.33158497928630787,DV1 - Group 7,"Cкорее, не одобряю",7,political,unauthorised,demonstration,2,0,"Cкорее, одобряю",3,1,5,5,0,1,0,0,0,0
45541.06144675926,45541.06623842593,IP Address,100,414,TRUE,45541.0662537963,R_8OP6fSvQP51XOuT,anonymous,EN,1,NA,0,0,NA,0,0,1.435,0,Подтверждаю,33,Нижегородская область,В городе 100-250 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Да,Телевидение,Социальные сети и мессенджеры,NA,NA,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Подавляющее большинство,Леонид Слуцкий,"Подчиняться закону во всех случаях, без исключений","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно согласны,"Cкорее, не одобряю  ",10 (полностью оправданно),Частично применимо,Полностью применимо,Частично применимо,Полностью применимо,Полностью применимо,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее оправдана,Скорее положительно,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),2,Скорее оправдана,Скорее отрицательно,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Такого не может случиться,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,79,Qual0196-2908Russia,414,NA,NA,3zh3EN6an1Op0Q6nLCkExv,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,33,NA,414,BA-,Man,25-34,251286.0689655172,29,0.03145336225596529,September Survey,7287296,0.06099865091063051,Census 2020,1.9393364186069424,DV1 - Group 7,"Cкорее, не одобряю",7,political,unauthorised,demonstration,2,0,"Cкорее, не одобряю",2,0,10 (полностью оправданно),10,1,1,1,1,1,1
45541.06178240741,45541.06626157407,IP Address,100,386,TRUE,45541.066277164355,R_2MrGoFg2Q5hHQNU,anonymous,EN,1,NA,0,0,NA,0,0,1.053,0,Подтверждаю,24,Ростовская область,В городе 500 тыс.-1 млн. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Нет,NA,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Затрудняюсь ответить,Николай Харитонов,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Затрудняюсь ответить,Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее согласны,Затрудняюсь ответить   ,7,Частично применимо,Абсолютно не применимо,Частично применимо,Абсолютно не применимо,Абсолютно не применимо,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Скорее положительно,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Полностью поддерживаю (5),Затрудняюсь ответить,Нейтрально,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Полностью поддерживаю  (5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это маловероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Затрудняюсь ответить,"Стало значительно лучше, чем раньше",179,Qual0196-2908Russia,386,NA,NA,14nKRy4SfCGOBaxhxGeFka,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,24,NA,386,BA-,Man,18-24,344284.06666666665,15,0.01626898047722342,September Survey,5164261,0.04322768746464856,Census 2020,2.6570618561603987,DV1 - Group 8,"Oпределенно, не одобряю",8,political,unauthorised,clash_with_police,1,0,Затрудняюсь ответить,NA,0,7,7,1,1,0,0,1,0
45541.05920138889,45541.06633101852,IP Address,100,615,TRUE,45541.06634085648,R_2qfvB3AhWLFvS7e,anonymous,EN,1,NA,0,0,NA,0,0,1.112,0,Подтверждаю,44,Свердловская область,В городе 250-500 тыс. жителей,Мужской,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,NA,NA,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,"Cкорее, не одобряю  ",4,Скорее не применимо,Частично применимо,Абсолютно не применимо,Частично применимо,Частично применимо,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Скорее отрицательно,Совсем не поддерживаю  (0),4,4,Скорее оправдана,Скорее отрицательно,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного лучше, чем раньше",101,Qual0196-2908Russia,615,NA,NA,6Y9WIuB2kybl8tnF9Gpqcr,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,44,NA,615,BA+,Man,35-44,42964.53424657534,73,0.07917570498915401,September Survey,3136411,0.02625347449880745,Census 2020,0.33158497928630787,DV1 - Group 8,"Cкорее, не одобряю",8,political,unauthorised,clash_with_police,2,0,"Cкорее, не одобряю",2,0,4,4,0,0,1,1,0,1
45541.060636574075,45541.06649305556,IP Address,100,505,TRUE,45541.0665043287,R_2gstW4wzqKjvqrD,anonymous,EN,1,NA,0,0,NA,0,0,1.109,0,Подтверждаю,29,Республика Коми,В городе 100-250 тыс. жителей,Мужской,Высшее образование (магистратура),Нет,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,NA,NA,NA,NA,Не одобряю,Большинство,Опустил(а) недействительный бюллетень / испортил(а) или унесл(а) бюллетень,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее согласны,"Cкорее, одобряю",5,Скорее не применимо,Частично применимо,Абсолютно не применимо,Затрудняюсь ответить,Частично применимо,0,0,1,Полностью оправдана,Нейтрально,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Полностью поддерживаю (5),Скорее оправдана,Скорее положительно,Совершенно не поддерживаю (0),Совершенно не поддерживаю (0),Полностью поддерживаю  (5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это вполне вероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",61,Qual0196-2908Russia,505,NA,NA,5O5EvkdvpYobfT8MrFF3fy,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,29,NA,505,BA+,Man,25-34,62960.511627906984,43,0.04663774403470715,September Survey,2707302,0.02266159760872233,Census 2020,0.485906813842837,DV1 - Group 8,"Cкорее, не одобряю",8,political,unauthorised,clash_with_police,2,0,"Cкорее, одобряю",3,1,5,5,0,0,1,0,0,1
45541.062731481485,45541.06655092593,IP Address,100,329,TRUE,45541.06656196759,R_85b0oybugNeLAYN,anonymous,EN,1,NA,0,0,NA,0,0,1.108,0,Подтверждаю,38,Ульяновская область,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Затрудняюсь ответить,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,"Cкорее, одобряю",3,Абсолютно не применимо,Частично применимо,Абсолютно не применимо,Частично применимо,Частично применимо,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее оправдана,Нейтрально,Совсем не поддерживаю  (0),2,2,Полностью оправдана,Скорее отрицательно,2,3,3,Это в какой-то мере вероятно,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",103,Qual0196-2908Russia,329,NA,NA,2MrgGjogxaM2SbHI1a8BD8,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T3,38,NA,329,BA+,Woman,35-44,72052.16393442624,61,0.06616052060737528,September Survey,4395182,0.03679007583974725,Census 2020,0.5560729495778192,DV1 - Group 3,"Cкорее, не одобряю",3,environmental,unauthorised,demonstration,2,0,"Cкорее, одобряю",3,1,3,3,0,0,1,1,0,1
45541.061435185184,45541.06662037037,IP Address,100,447,TRUE,45541.06663061342,R_83ebbWIZJKBmnCw,anonymous,EN,1,NA,0,0,NA,0,0,1.021,0,Подтверждаю,43,Оренбургская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (магистратура),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее согласны,"Cкорее, одобряю",8,Скорее не применимо,Скорее не применимо,Скорее не применимо,Частично применимо,Частично применимо,0,0,0,Скорее оправдана,Скорее отрицательно,3,4,2,Скорее оправдана,Скорее негативно,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше",Практически ничего не изменилось,85,Qual0196-2908Russia,447,NA,NA,3OlpSCZ6Ey436ZIcDg2dfs,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,43,NA,447,BA+,Woman,35-44,72052.16393442624,61,0.06616052060737528,September Survey,4395182,0.03679007583974725,Census 2020,0.5560729495778192,DV1 - Group 4,"Cкорее, не одобряю",4,environmental,unauthorised,clash_with_police,2,0,"Cкорее, одобряю",3,1,8,8,1,0,0,1,0,1
45541.05873842593,45541.066666666666,IP Address,100,684,TRUE,45541.06668306713,R_21Z9Ihil4q63M74,anonymous,EN,1,NA,0,0,NA,0,0,1.062,0,Подтверждаю,34,Самарская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Нет,Телевидение,Социальные сети и мессенджеры,NA,NA,Радио,NA,NA,NA,NA,Не одобряю,"Многие, но не большинство",Николай Харитонов,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Совершенно согласны,Затрудняюсь ответить   ,5,Частично применимо,Частично применимо,Абсолютно не применимо,Частично применимо,Частично применимо,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Скорее отрицательно,2,Полностью поддерживаю  (5),Совсем не поддерживаю  (0),Скорее оправдана,Нейтрально,Совсем не поддерживаю  (0),Полностью поддерживаю  (5),Совсем не поддерживаю  (0),Это в какой-то мере вероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного хуже, чем раньше",92,Qual0196-2908Russia,684,NA,NA,6bBKAXwWB3uBHMPL8GBTja,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T3,34,NA,684,BA+,Man,25-34,62960.511627906984,43,0.04663774403470715,September Survey,2707302,0.02266159760872233,Census 2020,0.485906813842837,DV1 - Group 1,Затрудняюсь ответить,1,environmental,authorised,demonstration,NA,0,Затрудняюсь ответить,NA,0,5,5,0,1,1,1,0,1
45541.062997685185,45541.06670138889,IP Address,100,320,TRUE,45541.06671160879,R_8A0TFTAengMyY17,anonymous,EN,1,NA,0,0,NA,0,0,1.148,0,Подтверждаю,21,Москва,Москва,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Нет,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Затрудняюсь ответить,Затрудняюсь ответить,Скорее не соблюдаются,Совершенно согласны,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Частично применимо,Скорее не применимо,Частично применимо,Затрудняюсь ответить,Затрудняюсь ответить,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее оправдана,Скорее отрицательно,Совсем не поддерживаю  (0),2,Совсем не поддерживаю  (0),Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Полностью поддерживаю  (5),Затрудняюсь ответить,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало значительно лучше, чем раньше",73,Qual0196-2908Russia,320,NA,NA,4Z2bbWUhnqD8QZpOGDIuNL,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,21,NA,320,BA-,Man,18-24,344284.06666666665,15,0.01626898047722342,September Survey,5164261,0.04322768746464856,Census 2020,2.6570618561603987,DV1 - Group 5,Затрудняюсь ответить,5,political,authorised,demonstration,NA,0,Затрудняюсь ответить,NA,0,Затрудняюсь ответить,0,0,1,0,0,1,0
45541.05956018518,45541.06680555556,IP Address,100,626,TRUE,45541.06681931713,R_8FzAmMTI7zL6H3J,anonymous,EN,1,NA,0,0,NA,0,0,1.035,0,Подтверждаю,21,Белгородская область,В городе 250-500 тыс. жителей,Женский,Незаконченное высшее (не менее трех курсов вуза),Да,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее не соблюдаются,Полностью соблюдаются,Совершенно согласны,"Cкорее, не одобряю  ",10 (полностью оправданно),Частично применимо,Абсолютно не применимо,Частично применимо,Скорее не применимо,Абсолютно не применимо,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Нейтрально,Совсем не поддерживаю  (0),3,Совсем не поддерживаю  (0),Полностью не оправдана,Очень отрицательно,Полностью поддерживаю  (5),Полностью поддерживаю  (5),Совсем не поддерживаю  (0),Это маловероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,44,Qual0196-2908Russia,626,NA,NA,0l1tVVfulRjrr5O6sFXr2d,10,0.8,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T3,21,NA,626,BA-,Woman,18-24,43687.84761904762,105,0.113882863340564,September Survey,4587224,0.0383975723539796,Census 2020,0.3371672543844685,DV1 - Group 7,"Oпределенно, не одобряю",7,political,unauthorised,demonstration,1,0,"Cкорее, не одобряю",2,0,10 (полностью оправданно),10,1,1,0,0,1,0
